Date,Invoice No,Distributor,Description,Account Code,Amount
01/05/2014,16936,15,Room Charge(Transfer from folio: 2520114 and Invoice No :16946),40100,-38.000
01/05/2014,16936,15,Room Charge(Transfer to folio: 2540114 and Invoice No :16947),40100,38.000
01/05/2014,16936,15,Room Charge(Transfer to folio: 2540114 and Invoice No :16947),40100,38.000
01/05/2014,16936,15,Room Charge(Transfer to folio: 2540114 and Invoice No :16947),40100,38.000
01/05/2014,16936,15,Room Charge(Transfer to folio: 2540114 and Invoice No :16947),40100,38.000
01/05/2014,16936,15,Room Charge(Transfer to folio: 2540114 and Invoice No :16947),40100,38.000
01/05/2014,16936,15,Room Charge(Transfer to folio: 2540114 and Invoice No :16947),40100,38.000
01/03/2014,16937,22,,12010,72.000
01/03/2014,16937,22,Room Charge from : 151213,40200,-72.000
01/04/2014,16937,22,,12010,78.000
01/04/2014,16937,22,Laundry,45200,-6.000
01/04/2014,16937,22,Room Charge from : 151213,40200,-72.000
01/05/2014,16937,22,,12010,72.000
01/05/2014,16937,22,Room Charge from : 151213,40200,-72.000
01/06/2014,16937,22,,12010,-222.000
01/06/2014,16937,22,Cash,11100,23.850
01/06/2014,16937,22,Cash(Transfer from folio: 4181113 and Invoice No :16651),11100,6.000
01/06/2014,16937,22,Deposit Transfer(Transfer from folio: 1270114 and Invoice No :16923),2001,648.000
01/06/2014,16937,22,Deposit Transfer(Transfer from folio: 4181113 and Invoice No :16651),2001,648.000
01/06/2014,16937,22,Deposit Transfer(Transfer to folio: 1270114 and Invoice No :16923),2001,-648.000
01/06/2014,16937,22,Laundry- 2 trousers, 2 shirt, 1 Underpants(Transfer from folio: 4181113 and Invoice No :16651),45200,-8.500
01/06/2014,16937,22,Laundry(Transfer from folio: 4181113 and Invoice No :16651),45200,-6.000
01/06/2014,16937,22,RESTAURANT : Lobby Bar(Transfer from folio: 4181113 and Invoice No :16651),41000,-9.350
01/06/2014,16937,22,Room Charge(Transfer from folio: 4181113 and Invoice No :16651),40200,-72.000
01/06/2014,16937,22,Room Charge(Transfer from folio: 4181113 and Invoice No :16651),40200,-72.000
01/06/2014,16937,22,Room Charge(Transfer from folio: 4181113 and Invoice No :16651),40200,-72.000
01/06/2014,16937,22,Room Charge(Transfer from folio: 4181113 and Invoice No :16651),40200,-72.000
01/06/2014,16937,22,Room Charge(Transfer from folio: 4181113 and Invoice No :16651),40200,-72.000
01/06/2014,16937,22,Room Charge(Transfer from folio: 4181113 and Invoice No :16651),40200,-72.000
01/03/2014,16938,14,,12010,72.000
01/03/2014,16938,14,Room Charge from : 590114,40200,-72.000
01/04/2014,16938,14,,12010,72.000
01/04/2014,16938,14,Cash,11100,6.000
01/04/2014,16938,14,Laundry,45200,-6.000
01/04/2014,16938,14,Room Charge from : 590114,40200,-72.000
01/05/2014,16938,14,,12010,72.000
01/05/2014,16938,14,Room Charge from : 590114,40200,-72.000
01/06/2014,16938,14,,12010,-216.000
01/06/2014,16938,14,Cash(Transfer to folio: 4181113 and Invoice No :16651),11100,-6.000
01/06/2014,16938,14,Laundry(Transfer to folio: 4181113 and Invoice No :16651),45200,6.000
01/06/2014,16938,14,Room Charge(Transfer to folio: 4181113 and Invoice No :16651),40200,72.000
01/06/2014,16938,14,Room Charge(Transfer to folio: 4181113 and Invoice No :16651),40200,72.000
01/06/2014,16938,14,Room Charge(Transfer to folio: 4181113 and Invoice No :16651),40200,72.000
01/03/2014,16939,21,,12010,53.950
01/03/2014,16939,21,Room Charge from : 1410114,40200,-53.950
01/04/2014,16939,21,,12010,53.950
01/04/2014,16939,21,Room Charge from : 1410114,40200,-53.950
01/05/2014,16939,21,,12010,53.950
01/05/2014,16939,21,Room Charge from : 1410114,40200,-53.950
01/06/2014,16939,21,,12010,53.950
01/06/2014,16939,21,Room Charge from : 1410114,40200,-53.950
01/07/2014,16939,21,,12010,53.950
01/07/2014,16939,21,Room Charge from : 1410114,40200,-53.950
01/08/2014,16939,21,,12010,53.950
01/08/2014,16939,21,Room Charge from : 1410114,40200,-53.950
01/09/2014,16939,21,,12010,-323.700
01/09/2014,16939,21,Cash,11100,29.500
01/09/2014,16939,21,R-Charge- LATE CHECK OUT,40200,-29.500
01/09/2014,16939,21,Room Charge(Transfer to folio: 27780813 and Invoice No :16957),40200,53.950
01/09/2014,16939,21,Room Charge(Transfer to folio: 27780813 and Invoice No :16957),40200,53.950
01/09/2014,16939,21,Room Charge(Transfer to folio: 27780813 and Invoice No :16957),40200,53.950
01/09/2014,16939,21,Room Charge(Transfer to folio: 27780813 and Invoice No :16957),40200,53.950
01/09/2014,16939,21,Room Charge(Transfer to folio: 27780813 and Invoice No :16957),40200,53.950
01/09/2014,16939,21,Room Charge(Transfer to folio: 27780813 and Invoice No :16957),40200,53.950
01/03/2014,16940,11,,12010,61.000
01/03/2014,16940,11,Room Charge from : 1940114,40200,-61.000
01/04/2014,16940,11,,12010,61.000
01/04/2014,16940,11,Cash- Paid for Laundry by Cash,11100,41.500
01/04/2014,16940,11,Laundry,45200,-41.500
01/04/2014,16940,11,Room Charge from : 1940114,40200,-61.000
01/05/2014,16940,11,,12010,-122.000
01/05/2014,16940,11,Cash- Paid for Laundry by Cash(Transfer to folio: 4541013 and Invoice No :16953),11100,-41.500
01/05/2014,16940,11,Laundry(Transfer to folio: 4541013 and Invoice No :16953),45200,41.500
01/05/2014,16940,11,Room Charge(Transfer to folio: 4541013 and Invoice No :16953),40200,61.000
01/05/2014,16940,11,Room Charge(Transfer to folio: 4541013 and Invoice No :16953),40200,61.000
01/03/2014,16941,7,,12010,15.000
01/03/2014,16941,7,Room Charge from : 1960114,40200,-15.000
01/04/2014,16941,7,,12010,23.250
01/04/2014,16941,7,RESTAURANT : Lobby Bar,41000,-8.250
01/04/2014,16941,7,Room Charge from : 1960114,40200,-15.000
01/05/2014,16941,7,,12010,-38.250
01/05/2014,16941,7,Cash,11100,38.250
01/03/2014,16942,7,,12010,61.000
01/03/2014,16942,7,Room Charge from : 1970114,40200,-61.000
01/04/2014,16942,7,,12010,61.000
01/04/2014,16942,7,Room Charge from : 1970114,40200,-61.000
01/05/2014,16942,7,,12010,-122.000
01/05/2014,16942,7,Room Charge(Transfer to folio: 4541013 and Invoice No :16953),40200,61.000
01/05/2014,16942,7,Room Charge(Transfer to folio: 4541013 and Invoice No :16953),40200,61.000
01/03/2014,16943,55,,12010,42.000
01/03/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/04/2014,16943,55,,12010,42.000
01/04/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/05/2014,16943,55,,12010,42.000
01/05/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/06/2014,16943,55,,12010,51.000
01/06/2014,16943,55,Laundry,45200,-9.000
01/06/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/07/2014,16943,55,,12010,42.000
01/07/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/08/2014,16943,55,,12010,42.000
01/08/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/09/2014,16943,55,,12010,42.000
01/09/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/10/2014,16943,55,,12010,42.000
01/10/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/11/2014,16943,55,,12010,42.000
01/11/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/12/2014,16943,55,,12010,60.500
01/12/2014,16943,55,Laundry,45200,-18.500
01/12/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/13/2014,16943,55,,12010,42.000
01/13/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/14/2014,16943,55,,12010,42.000
01/14/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/15/2014,16943,55,,12010,42.000
01/15/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/16/2014,16943,55,,12010,42.000
01/16/2014,16943,55,Room Charge from : 2470114,40100,-42.000
01/17/2014,16943,55,,12010,826.500
01/17/2014,16943,55,Cash,11100,1.000
01/17/2014,16943,55,Cash,11100,19.600
01/17/2014,16943,55,Cash,11100,27.500
01/17/2014,16943,55,Laundry(Transfer from folio: 25741213 and Invoice No :16956),45200,-9.500
01/17/2014,16943,55,Laundry(Transfer from folio: 25741213 and Invoice No :16956),45200,-3.500
01/17/2014,16943,55,Other Charge- SHOE,45400,-1.000
01/17/2014,16943,55,RESTAURANT : Lobby Bar(Transfer from folio: 25741213 and Invoice No :16956),41000,-4.400
01/17/2014,16943,55,RESTAURANT : Lobby Bar(Transfer from folio: 25741213 and Invoice No :16956),41000,-2.200
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/17/2014,16943,55,Room Charge(Transfer from folio: 25741213 and Invoice No :16956),40100,-61.000
01/22/2014,16943,55,,12010,-1442.000
01/22/2014,16943,55,Focus Travel Chq: 1442$,11900,1442.000
01/03/2014,16944,5,,12010,74.000
01/03/2014,16944,5,Room Charge from : 2500114,40200,-74.000
01/04/2014,16944,5,,12010,-74.000
01/04/2014,16944,5,Room Charge from : 2500114,40200,-74.000
01/04/2014,16944,5,Visa Card/Credit Card,11300,148.000
01/03/2014,16945,7,,12010,38.000
01/03/2014,16945,7,Room Charge from : 2510114,40100,-38.000
01/04/2014,16945,7,,12010,38.000
01/04/2014,16945,7,Room Charge from : 2510114,40100,-38.000
01/05/2014,16945,7,,12010,-76.000
01/05/2014,16945,7,Room Charge(Transfer to folio: 2520114 and Invoice No :16946),40100,38.000
01/05/2014,16945,7,Room Charge(Transfer to folio: 2520114 and Invoice No :16946),40100,38.000
01/03/2014,16946,11,,12010,38.000
01/03/2014,16946,11,Room Charge from : 2520114,40100,-38.000
01/04/2014,16946,11,,12010,38.000
01/04/2014,16946,11,Room Charge from : 2520114,40100,-38.000
01/05/2014,16946,11,,12010,-76.000
01/05/2014,16946,11,Room Charge(Transfer from folio: 2510114 and Invoice No :16945),40100,-38.000
01/05/2014,16946,11,Room Charge(Transfer from folio: 2510114 and Invoice No :16945),40100,-38.000
01/05/2014,16946,11,Room Charge(Transfer to folio: 81213 and Invoice No :16936),40100,38.000
01/05/2014,16946,11,Room Charge(Transfer to folio: 81213 and Invoice No :16936),40100,38.000
01/05/2014,16946,11,Room Charge(Transfer to folio: 81213 and Invoice No :16936),40100,38.000
01/05/2014,16946,11,Room Charge(Transfer to folio: 81213 and Invoice No :16936),40100,38.000
01/03/2014,16947,14,,12010,38.000
01/03/2014,16947,14,Room Charge from : 2540114,40100,-38.000
01/04/2014,16947,14,,12010,38.000
01/04/2014,16947,14,Breakfast- charge breakfast (2child),41000,-6.000
01/04/2014,16947,14,Cash,11100,6.000
01/04/2014,16947,14,Room Charge from : 2540114,40100,-38.000
01/05/2014,16947,14,,12010,-76.000
01/05/2014,16947,14,Cash,11100,304.000
01/05/2014,16947,14,Room Charge(Transfer from folio: 81213 and Invoice No :16936),40100,-38.000
01/05/2014,16947,14,Room Charge(Transfer from folio: 81213 and Invoice No :16936),40100,-38.000
01/05/2014,16947,14,Room Charge(Transfer from folio: 81213 and Invoice No :16936),40100,-38.000
01/05/2014,16947,14,Room Charge(Transfer from folio: 81213 and Invoice No :16936),40100,-38.000
01/05/2014,16947,14,Room Charge(Transfer from folio: 81213 and Invoice No :16936),40100,-38.000
01/05/2014,16947,14,Room Charge(Transfer from folio: 81213 and Invoice No :16936),40100,-38.000
01/03/2014,16948,13,,12010,49.000
01/03/2014,16948,13,Room Charge from : 2590114,40200,-49.000
01/04/2014,16948,13,,12010,49.000
01/04/2014,16948,13,Room Charge from : 2590114,40100,-49.000
01/05/2014,16948,13,,12010,49.000
01/05/2014,16948,13,Room Charge from : 2590114,40100,-49.000
01/06/2014,16948,13,,12010,49.000
01/06/2014,16948,13,Room Charge from : 2590114,40100,-49.000
01/07/2014,16948,13,,12010,-196.000
01/07/2014,16948,13,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/07/2014,16948,13,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/07/2014,16948,13,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/07/2014,16948,13,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/03/2014,16949,4,,12010,49.000
01/03/2014,16949,4,Room Charge from : 2870114,40200,-49.000
01/04/2014,16949,4,,12010,-49.000
01/04/2014,16949,4,Room Charge(Transfer to folio: 4230114 and Invoice No :0),40200,49.000
01/03/2014,16950,17,,12010,49.000
01/03/2014,16950,17,Room Charge from : 2920114,40100,-49.000
01/04/2014,16950,17,,12010,52.300
01/04/2014,16950,17,RESTAURANT : Lobby Bar,41000,-3.300
01/04/2014,16950,17,Room Charge from : 2920114,40100,-49.000
01/05/2014,16950,17,,12010,49.000
01/05/2014,16950,17,Room Charge from : 2920114,40100,-49.000
01/06/2014,16950,17,,12010,61.000
01/06/2014,16950,17,Laundry,45200,-12.000
01/06/2014,16950,17,Room Charge from : 2920114,40100,-49.000
01/07/2014,16950,17,,12010,-211.300
01/07/2014,16950,17,Laundry(Transfer to folio: 4230114 and Invoice No :16964),45200,12.000
01/07/2014,16950,17,RESTAURANT : Lobby Bar(Transfer to folio: 4230114 and Invoice No :16964),41000,3.300
01/07/2014,16950,17,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/07/2014,16950,17,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/07/2014,16950,17,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/07/2014,16950,17,Room Charge(Transfer to folio: 4230114 and Invoice No :16964),40100,49.000
01/03/2014,16951,24,,12010,86.000
01/03/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/04/2014,16951,24,,12010,-86.000
01/04/2014,16951,24,,23100,-774.000
01/04/2014,16951,24,Cash,11100,946.000
01/04/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/05/2014,16951,24,,23100,86.000
01/05/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/06/2014,16951,24,,23100,86.000
01/06/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/07/2014,16951,24,,23100,86.000
01/07/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/08/2014,16951,24,,23100,86.000
01/08/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/09/2014,16951,24,,23100,86.000
01/09/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/10/2014,16951,24,,23100,86.000
01/10/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/11/2014,16951,24,,23100,86.000
01/11/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/12/2014,16951,24,,23100,86.000
01/12/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/13/2014,16951,24,,23100,86.000
01/13/2014,16951,24,Room Charge from : 2940114,40200,-86.000
01/03/2014,16952,4,,12010,49.000
01/03/2014,16952,4,Room Charge from : 3200114,40100,-49.000
01/04/2014,16952,4,,12010,-49.000
01/04/2014,16952,4,Cash,11100,49.000
01/03/2014,16953,28,,12010,61.000
01/03/2014,16953,28,Room Charge from : 4541013,40200,-61.000
01/04/2014,16953,28,,12010,69.500
01/04/2014,16953,28,Cash,11100,12.000
01/04/2014,16953,28,Laundry,45200,-12.000
01/04/2014,16953,28,Laundry,45200,-8.500
01/04/2014,16953,28,Room Charge from : 4541013,40200,-61.000
01/05/2014,16953,28,,12010,539.500
01/05/2014,16953,28,Cash,11100,8.500
01/05/2014,16953,28,Cash- Guest paid for Laundry(Transfer from folio: 390114 and Invoice No :16935),11100,50.500
01/05/2014,16953,28,Cash- Paid for Laundry by Cash(Transfer from folio: 1940114 and Invoice No :16940),11100,41.500
01/05/2014,16953,28,Cash(Transfer from folio: 6201213 and Invoice No :16954),11100,5.500
01/05/2014,16953,28,Extrabed Charge(Transfer from folio: 390114 and Invoice No :16935),45400,-30.000
01/05/2014,16953,28,Extrabed Charge(Transfer from folio: 390114 and Invoice No :16935),45400,-30.000
01/05/2014,16953,28,Laundry(Transfer from folio: 1940114 and Invoice No :16940),45200,-41.500
01/05/2014,16953,28,Laundry(Transfer from folio: 390114 and Invoice No :16935),45200,-41.500
01/05/2014,16953,28,Laundry(Transfer from folio: 390114 and Invoice No :16935),45200,-9.000
01/05/2014,16953,28,Laundry(Transfer from folio: 6201213 and Invoice No :16954),45200,-5.500
01/05/2014,16953,28,Room Charge(Transfer from folio: 1940114 and Invoice No :16940),40200,-61.000
01/05/2014,16953,28,Room Charge(Transfer from folio: 1940114 and Invoice No :16940),40200,-61.000
01/05/2014,16953,28,Room Charge(Transfer from folio: 1970114 and Invoice No :16942),40200,-61.000
01/05/2014,16953,28,Room Charge(Transfer from folio: 1970114 and Invoice No :16942),40200,-61.000
01/05/2014,16953,28,Room Charge(Transfer from folio: 390114 and Invoice No :16935),40200,-61.000
01/05/2014,16953,28,Room Charge(Transfer from folio: 390114 and Invoice No :16935),40200,-61.000
01/05/2014,16953,28,Room Charge(Transfer from folio: 6201213 and Invoice No :16954),40200,-61.000
01/05/2014,16953,28,Room Charge(Transfer from folio: 6201213 and Invoice No :16954),40200,-61.000
01/16/2014,16953,28,,12010,-670.000
01/16/2014,16953,28,Asia Adventure chq: 670$,11900,670.000
01/03/2014,16954,11,,12010,61.000
01/03/2014,16954,11,Room Charge from : 6201213,40200,-61.000
01/04/2014,16954,11,,12010,61.000
01/04/2014,16954,11,Cash,11100,5.500
01/04/2014,16954,11,Laundry,45200,-5.500
01/04/2014,16954,11,Room Charge from : 6201213,40200,-61.000
01/05/2014,16954,11,,12010,-122.000
01/05/2014,16954,11,Cash(Transfer to folio: 4541013 and Invoice No :16953),11100,-5.500
01/05/2014,16954,11,Laundry(Transfer to folio: 4541013 and Invoice No :16953),45200,5.500
01/05/2014,16954,11,Room Charge(Transfer to folio: 4541013 and Invoice No :16953),40200,61.000
01/05/2014,16954,11,Room Charge(Transfer to folio: 4541013 and Invoice No :16953),40200,61.000
01/03/2014,16955,6,,12010,36.000
01/03/2014,16955,6,Room Charge from : 25671213,40100,-36.000
01/04/2014,16955,6,,12010,36.000
01/04/2014,16955,6,Room Charge from : 25671213,40100,-36.000
01/21/2014,16955,6,,12010,-72.000
01/21/2014,16955,6,Hola Travel chq: 72$,11900,72.000
01/03/2014,16956,51,,12010,61.000
01/03/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/04/2014,16956,51,,12010,64.500
01/04/2014,16956,51,Laundry,45200,-3.500
01/04/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/05/2014,16956,51,,12010,61.000
01/05/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/06/2014,16956,51,,12010,61.000
01/06/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/07/2014,16956,51,,12010,61.000
01/07/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/08/2014,16956,51,,12010,61.000
01/08/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/09/2014,16956,51,,12010,61.000
01/09/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/10/2014,16956,51,,12010,70.500
01/10/2014,16956,51,Laundry,45200,-9.500
01/10/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/11/2014,16956,51,,12010,61.000
01/11/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/12/2014,16956,51,,12010,61.000
01/12/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/13/2014,16956,51,,12010,61.000
01/13/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/14/2014,16956,51,,12010,67.600
01/14/2014,16956,51,RESTAURANT : Lobby Bar,41000,-4.400
01/14/2014,16956,51,RESTAURANT : Lobby Bar,41000,-2.200
01/14/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/15/2014,16956,51,,12010,61.000
01/15/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/16/2014,16956,51,,12010,61.000
01/16/2014,16956,51,Room Charge from : 25741213,40200,-61.000
01/17/2014,16956,51,,12010,-873.600
01/17/2014,16956,51,Laundry(Transfer to folio: 2470114 and Invoice No :16943),45200,3.500
01/17/2014,16956,51,Laundry(Transfer to folio: 2470114 and Invoice No :16943),45200,9.500
01/17/2014,16956,51,RESTAURANT : Lobby Bar(Transfer to folio: 2470114 and Invoice No :16943),41000,2.200
01/17/2014,16956,51,RESTAURANT : Lobby Bar(Transfer to folio: 2470114 and Invoice No :16943),41000,4.400
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/17/2014,16956,51,Room Charge(Transfer to folio: 2470114 and Invoice No :16943),40200,61.000
01/03/2014,16957,23,,12010,53.950
01/03/2014,16957,23,Room Charge from : 27780813,40200,-53.950
01/04/2014,16957,23,,12010,56.700
01/04/2014,16957,23,RESTAURANT : Lobby Bar,41000,-2.750
01/04/2014,16957,23,Room Charge from : 27780813,40200,-53.950
01/05/2014,16957,23,,12010,51.200
01/05/2014,16957,23,Cash,11100,2.750
01/05/2014,16957,23,Room Charge from : 27780813,40200,-53.950
01/06/2014,16957,23,,12010,53.950
01/06/2014,16957,23,Room Charge from : 27780813,40200,-53.950
01/07/2014,16957,23,,12010,53.950
01/07/2014,16957,23,Room Charge from : 27780813,40200,-53.950
01/08/2014,16957,23,,12010,53.950
01/08/2014,16957,23,Room Charge from : 27780813,40200,-53.950
01/09/2014,16957,23,,12010,323.700
01/09/2014,16957,23,Room Charge(Transfer from folio: 1410114 and Invoice No :16939),40200,-53.950
01/09/2014,16957,23,Room Charge(Transfer from folio: 1410114 and Invoice No :16939),40200,-53.950
01/09/2014,16957,23,Room Charge(Transfer from folio: 1410114 and Invoice No :16939),40200,-53.950
01/09/2014,16957,23,Room Charge(Transfer from folio: 1410114 and Invoice No :16939),40200,-53.950
01/09/2014,16957,23,Room Charge(Transfer from folio: 1410114 and Invoice No :16939),40200,-53.950
01/09/2014,16957,23,Room Charge(Transfer from folio: 1410114 and Invoice No :16939),40200,-53.950
01/28/2014,16957,23,,12010,-647.400
01/28/2014,16957,23,Agoda Settle 4229.68$ batch: 000095,11100,647.400
01/04/2014,16958,10,,23100,-100.000
01/04/2014,16958,10,Deposit from reservation id 645-20140104,11100,100.000
01/08/2014,16958,10,,23100,49.000
01/08/2014,16958,10,Cash,11100,32.000
01/08/2014,16958,10,Room Charge from : 4170114,40200,-81.000
01/09/2014,16958,10,,23100,51.000
01/09/2014,16958,10,Cash Refund- Refund for change room from 301 to 305,1005,-51.000
01/09/2014,16958,10,Cash(Transfer from folio: 7990114 and Invoice No :17023),11100,162.000
01/09/2014,16958,10,Room Charge(Transfer from folio: 7990114 and Invoice No :17023),40200,-81.000
01/09/2014,16958,10,Room Charge(Transfer from folio: 7990114 and Invoice No :17023),40200,-81.000
01/04/2014,16959,7,,23100,-172.000
01/04/2014,16959,7,Cash-  49$ 79$(Transfer from folio: 56251113 and Invoice No :16933),11100,221.000
01/04/2014,16959,7,Conference Room charge,40300,-150.000
01/04/2014,16959,7,Room Charge(Transfer from folio: 2870114 and Invoice No :16949),40200,-49.000
01/04/2014,16959,7,Room Charge(Transfer from folio: 56251113 and Invoice No :16933),40200,-49.000
01/04/2014,16959,7,Room Charge(Transfer to folio: 56251113 and Invoice No :16933),40200,49.000
01/04/2014,16959,7,Visa Card/Credit Card,11300,150.000
01/04/2014,16960,10,,23100,-304.000
01/04/2014,16960,10,Deposit from reservation id 068-20131005,11100,304.000
01/07/2014,16960,10,,23100,38.000
01/07/2014,16960,10,Room Charge from : 2531013,40100,-38.000
01/08/2014,16960,10,,23100,38.000
01/08/2014,16960,10,Room Charge from : 2531013,40100,-38.000
01/09/2014,16960,10,,23100,228.000
01/09/2014,16960,10,Deposit Transfer(Transfer to folio: 6820114 and Invoice No :17026),2001,-304.000
01/09/2014,16960,10,Room Charge(Transfer to folio: 6820114 and Invoice No :17026),40100,38.000
01/09/2014,16960,10,Room Charge(Transfer to folio: 6820114 and Invoice No :17026),40100,38.000
01/04/2014,16961,5,,12010,33.000
01/04/2014,16961,5,Room Charge from : 3660114,40100,-33.000
01/05/2014,16961,5,,12010,39.000
01/05/2014,16961,5,Revenue Adjustment +- for run wwrong,45400,-3.000
01/05/2014,16961,5,Room Charge from : 3660114,40100,-36.000
01/04/2014,16962,6,,12010,61.000
01/04/2014,16962,6,Room Charge from : 3830114,40200,-61.000
01/05/2014,16962,6,,12010,183.000
01/05/2014,16962,6,Room Charge(Transfer from folio: 4250114 and Invoice No :16966),40200,-61.000
01/05/2014,16962,6,Room Charge(Transfer from folio: 4250114 and Invoice No :16966),40200,-61.000
01/05/2014,16962,6,Room Charge(Transfer from folio: 4250114 and Invoice No :16966),40200,-61.000
01/04/2014,16963,4,,12010,61.000
01/04/2014,16963,4,Room Charge from : 4110114,40200,-61.000
01/05/2014,16963,4,,12010,-61.000
01/05/2014,16963,4,Room Charge(Transfer to folio: 4240114 and Invoice No :16965),40200,61.000
01/05/2014,16964,30,,12010,74.000
01/05/2014,16964,30,Room Charge from : 4230114,40200,-74.000
01/06/2014,16964,30,,12010,74.000
01/06/2014,16964,30,Room Charge from : 4230114,40200,-74.000
01/07/2014,16964,30,,12010,-50.000
01/07/2014,16964,30,Cash,11100,15.300
01/07/2014,16964,30,Cash,11100,16.500
01/07/2014,16964,30,Cash- 4 Rooms 4 hight (Transfer from folio: 510114 and Invoice No :16934),11100,784.000
01/07/2014,16964,30,Cash(Transfer from folio: 510114 and Invoice No :16934),11100,7.500
